File_ID,Group_ID,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,gt_label,coverage
img_1572,M,2,2,2,2,2,2,0.1063
img_1573,M,2,2,2,2,2,2,0.0433
img_1574,M,0,0,0,0,0,0,0.0027
img_1575,M,2,2,2,2,2,2,0.0804
img_1576,M,2,2,2,2,2,2,0.0845
img_1577,M,0,0,0,0,0,0,0.0025
img_1578,M,1,0,1,1,1,1,0.0065
img_1579,M,0,0,1,0,0,0,0.0746
img_1580,M,1,1,1,1,1,1,0.0178
img_1581,M,2,2,2,2,2,2,0.0816
img_1582,M,1,1,2,1,1,1,0.0221
img_1583,M,1,1,1,1,1,1,0.017
img_1584,M,1,1,1,0,0,1,0.0147
img_1585,M,0,0,0,0,0,0,0.0398
img_1586,M,2,2,2,2,1,2,0.0147
img_1587,M,2,2,2,2,2,2,0.0772
img_1588,M,0,0,0,0,0,0,0.0041
img_1589,M,0,0,1,0,1,0,0.0025
img_1590,M,0,1,1,0,1,1,0.0176
img_1591,M,0,0,0,0,0,0,0.0038
img_1592,M,0,0,0,0,1,0,0.0011
img_1593,M,2,2,2,2,2,2,0.0431
img_1594,M,1,1,2,1,2,1,0.0088
img_1595,M,0,0,1,1,1,1,0.0041
img_1596,M,0,0,0,0,0,0,0.0246
img_1597,M,0,0,0,1,1,0,0.0118
img_1598,M,0,0,0,0,0,0,0.0052
img_1599,M,0,0,0,0,0,0,0.0049
img_1600,M,0,0,0,1,1,0,0.0028
img_1601,M,0,0,0,1,0,0,0.0047
img_1602,M,1,2,1,2,2,2,0.0579
img_1603,M,2,2,2,2,2,2,0.0618
img_1604,M,1,1,1,1,1,1,0.017
img_1605,M,1,2,2,2,2,2,0.0359
img_1606,M,0,0,0,0,0,0,0.0043
img_1607,M,2,2,2,2,2,2,0.0569
img_1608,M,0,0,0,0,0,0,0.0022
img_1609,M,0,0,0,0,0,0,0.0017
img_1610,M,2,2,2,2,2,2,0.0689
img_1611,M,0,0,1,0,1,0,0.0199
img_1612,M,1,2,2,2,2,2,0.0424
img_1613,M,0,1,1,1,1,1,0.0137
img_1614,M,2,2,2,2,2,2,0.1186
img_1615,M,1,2,2,2,2,2,0.0261
img_1616,M,1,1,2,1,1,1,0.0217
img_1617,M,0,0,0,0,0,0,0.0098
img_1618,M,1,2,2,2,2,2,0.0457
img_1619,M,0,0,0,0,0,0,0.0024
img_1620,M,0,0,0,0,0,0,0.0688
img_1621,M,0,0,0,0,0,0,0.0019
img_1622,M,2,1,2,2,1,2,0.0423
img_1623,M,0,0,1,1,0,0,0.0053
img_1624,M,0,0,1,1,1,1,0.0075
img_1625,M,1,1,1,1,1,1,0.0143
img_1626,M,0,1,0,0,0,0,0.0085
img_1627,M,0,0,0,0,0,0,0.0044
img_1628,M,0,0,0,0,0,0,0.0042
img_1629,M,0,0,1,0,0,0,0.0064
img_1630,M,0,1,0,1,1,1,0.0028
img_1631,M,1,1,1,1,1,1,0.0058
img_1632,M,2,2,2,2,2,2,0.124
img_1633,M,0,0,0,0,0,0,0.0037
img_1634,M,0,1,1,1,1,1,0.0363
img_1635,M,1,1,0,1,1,1,0.0021
img_1636,M,0,1,1,1,1,1,0.0461
img_1637,M,2,2,2,2,2,2,0.0174
img_1638,M,1,2,2,1,1,1,0.0328
img_1639,M,1,1,1,1,1,1,0.0022
img_1640,M,0,0,0,0,0,0,0.0004
img_1641,M,0,0,0,0,0,0,0.0443
img_1642,M,0,0,0,0,0,0,0.0313
img_1643,M,0,0,0,0,1,0,0.0028
img_1644,M,0,0,0,0,0,0,0.0089
img_1645,M,1,1,2,1,1,1,0.0212
img_1646,M,2,2,2,2,2,2,0.0302
img_1647,M,0,0,0,0,0,0,0.0076
img_1648,M,0,0,0,0,0,0,0.0321
img_1649,M,0,0,0,0,0,0,0.0004
img_1650,M,0,0,0,0,0,0,0.0009
img_1651,M,0,0,0,0,0,0,0.0043
img_1652,M,0,0,0,0,0,0,0.0084
img_1653,M,2,2,2,2,2,2,0.0969
img_1654,M,2,2,2,2,2,2,0.0346
img_1655,M,0,0,0,0,1,0,0.0079
img_1656,M,0,1,1,1,1,1,0.007
img_1657,M,0,0,0,0,0,0,0.0005
img_1658,M,0,0,1,0,1,0,0.0112
img_1659,M,0,0,0,0,0,0,0.0055
img_1660,M,1,1,1,1,1,1,0.0118
img_1661,M,0,0,0,0,1,0,0.0426
img_1662,M,2,2,2,2,2,2,0.0461
img_1663,M,2,2,2,2,2,2,0.0312
img_1664,M,0,0,0,0,1,0,0.0187
img_1665,M,2,2,2,2,2,2,0.1198
img_1666,M,0,0,0,0,0,0,0.0023
img_1667,M,1,1,1,1,1,1,0.0214
img_1668,M,1,1,1,1,1,1,0.0225
img_1669,M,1,2,2,2,2,2,0.054
img_1670,M,1,1,1,1,1,1,0.007
img_1671,M,0,0,0,0,0,0,0.0023
img_1672,M,1,1,1,0,1,1,0.0151
img_1673,M,1,1,1,1,1,1,0.0027
img_1674,M,0,0,0,0,0,0,0.0576
img_1675,M,1,1,1,1,1,1,0.0019
img_1676,M,0,0,0,0,0,0,0.011
img_1677,M,2,2,2,2,2,2,0.0303
img_1678,M,2,2,2,2,2,2,0.0408
img_1679,M,2,2,2,2,2,2,0.0708
img_1680,M,2,2,2,2,2,2,0.0643
img_1681,M,0,0,0,0,1,0,0.0032
img_1682,M,1,1,1,1,1,1,0.0872
img_1683,M,0,0,0,0,1,0,0.0081
img_1684,M,0,0,0,0,0,0,0.0034
img_1685,M,2,2,2,2,2,2,0.0973
img_1686,M,0,0,0,0,0,0,0.0567
img_1687,M,1,1,1,1,1,1,0.0179
img_1688,M,0,1,1,1,1,1,0.0052
img_1689,M,1,2,2,2,2,2,0.0516
img_1690,M,1,1,1,1,1,1,0.0058
img_1691,M,0,0,0,0,0,0,0.0012
img_1692,M,2,2,2,2,2,2,0.0161
img_1693,M,2,2,2,2,2,2,0.0684
img_1694,M,1,2,2,2,1,2,0.0385
img_1695,M,2,2,2,2,2,2,0.0933
img_1696,M,1,2,2,2,2,2,0.0412
img_1697,M,2,2,2,2,2,2,0.0225
img_1698,M,0,0,0,0,0,0,0.0081
img_1699,M,0,0,1,0,1,0,0.0014
img_1700,M,1,2,2,2,1,2,0.0394
img_1701,M,0,1,1,1,1,1,0.0201
img_1702,M,1,2,2,2,1,2,0.0218
img_1703,M,1,1,1,1,1,1,0.0149
img_1704,M,0,0,0,0,0,0,0.085
img_1705,M,0,0,0,0,1,0,0.0008
img_1706,M,2,2,2,2,1,2,0.037
img_1707,M,0,1,1,1,1,1,0.0796
img_1708,M,0,0,0,0,0,0,0.0042
img_1709,M,0,0,1,0,0,0,0.0079
img_1710,M,1,2,2,1,2,2,0.0067
img_1711,M,1,2,2,1,1,1,0.0071
img_1712,M,1,1,1,1,1,1,0.0153
img_1713,M,1,2,2,2,1,2,0.0268
img_1714,M,1,2,2,1,2,2,0.0329
img_1715,M,0,0,0,0,0,0,0.0301
img_1716,M,2,2,2,2,2,2,0.1285
img_1717,M,1,2,2,0,2,2,0.0253
img_1718,M,0,0,0,2,0,0,0.0425
img_1719,M,2,2,2,2,2,2,0.1343
img_1720,M,0,0,0,0,0,0,0.0524
img_1721,M,2,2,2,2,2,2,0.0518
img_1722,M,0,0,0,0,0,0,0.0036
img_1723,M,1,2,2,1,1,1,0.0303
img_1724,M,0,0,0,0,0,0,0.0155
img_1725,M,0,0,0,0,0,0,0.002
img_1726,M,2,2,2,2,2,2,0.0554
img_1727,M,2,2,2,2,2,2,0.0648
img_1728,M,1,1,1,1,1,1,0.0232
img_1729,M,1,1,1,1,1,1,0.0323
img_1730,M,2,2,2,2,2,2,0.0895
img_1731,M,0,0,0,0,0,0,0.0275
img_1732,M,0,0,0,0,0,0,0.001
img_1733,M,1,2,2,1,1,1,0.0145
img_1734,M,2,2,2,2,2,2,0.0851
img_1735,M,2,2,2,2,2,2,0.0492
img_1736,M,0,0,0,0,0,0,0.0132
img_1737,M,0,0,0,0,0,0,0.0643
img_1738,M,1,1,1,1,1,1,0.0075
img_1739,M,2,2,2,2,2,2,0.0663
img_1740,M,2,2,2,2,2,2,0.0399
img_1741,M,0,0,0,0,0,0,0.0017
img_1742,M,0,0,0,0,1,0,0.0326
img_1743,M,0,0,0,0,0,0,0.0348
img_1744,M,0,0,1,0,1,0,0.0141
img_1745,M,2,2,2,2,2,2,0.021
img_1746,M,2,2,2,2,2,2,0.0417
img_1747,M,0,1,1,0,1,1,0.0086
img_1748,M,0,0,0,0,0,0,0.0031
img_1749,M,0,0,0,0,1,0,0.0022
img_1750,M,1,2,2,1,1,1,0.0064
img_1751,M,0,0,1,0,1,0,0.0121
img_1752,M,0,0,1,0,0,0,0.0185
img_1753,M,0,1,1,0,1,1,0.0103
img_1754,M,1,2,2,2,2,2,0.0445
img_1755,M,2,2,2,2,2,2,0.0619
img_1756,M,1,1,1,0,1,1,0.0009
img_1757,M,2,2,2,2,2,2,0.1121
img_1758,M,2,2,2,2,2,2,0.0403
img_1759,M,0,0,0,0,1,0,0.0017
img_1760,M,0,0,0,0,0,0,0.0326
img_1761,M,0,1,1,0,1,1,0.0037
img_1762,M,0,0,1,0,1,0,0.0053
img_1763,M,0,1,1,1,1,1,0.0059
img_1764,M,0,1,1,2,1,1,0.03
img_1765,M,2,2,2,0,2,2,0.1056
img_1766,M,0,0,0,1,1,0,0.023
img_1767,M,1,1,1,1,1,1,0.0083
img_1768,M,1,2,2,0,2,2,0.021
img_1769,M,0,1,1,0,0,0,0.0039
img_1770,M,0,1,0,1,1,1,0.021
img_1771,M,0,1,1,0,0,0,0.0398
img_1965,16,1,1,1,1,1,1,0.0059
img_1966,16,2,2,2,2,2,2,0.1031
img_1967,16,1,2,2,2,1,2,0.0514
img_1968,16,1,1,1,1,1,1,0.0158
img_1969,16,2,2,2,2,2,2,0.0865
img_1970,16,1,2,1,2,1,1,0.0262
img_1971,16,2,2,2,2,2,2,0.0643
img_1972,16,1,1,1,1,1,1,0.0143
img_1973,16,2,1,2,1,1,1,0.0323
img_1974,16,1,1,1,1,0,1,0.0195
img_1975,16,0,0,0,0,0,0,0.0139
img_1976,16,1,1,1,1,1,1,0.0264
img_1977,16,1,1,1,1,0,1,0.0018
img_1978,16,0,0,0,0,0,0,0.0086
img_1979,16,1,1,1,1,1,1,0.0163
img_1980,16,0,0,0,0,0,0,0.0164
img_1981,16,1,1,2,2,2,2,0.1066
img_1982,16,2,2,2,2,2,2,0.0028
img_1983,16,1,1,1,1,1,1,0.0114
img_1984,16,2,2,2,2,2,2,0.0804
img_1985,16,0,0,0,0,0,0,0.0113
img_1986,16,1,1,1,1,1,1,0.054
img_1987,16,1,1,1,1,1,1,0.0393
img_1988,16,0,0,0,0,0,0,0.0026
img_1989,16,1,1,1,1,1,1,0.0151
img_1990,16,1,1,1,1,1,1,0.0401
img_1991,16,1,2,2,1,1,1,0.0294
img_1992,16,1,1,1,1,0,1,0.0363
img_1993,16,0,0,0,0,0,0,0.0017
img_1994,16,0,0,0,0,0,0,0.0029
img_1995,16,2,2,2,2,2,2,0.0394
img_1996,16,1,1,1,1,1,1,0.0158
img_1997,16,1,1,1,2,1,1,0.0187
img_1998,16,0,0,1,1,0,0,0.0218
img_1999,16,1,1,1,1,1,1,0.0241
img_2000,16,1,1,1,1,0,1,0.0036
img_2001,16,1,1,1,1,0,1,0.0034
img_2002,16,0,0,0,0,0,0,0.009
img_2003,16,0,0,0,0,0,0,0.019
img_2004,16,1,1,1,1,1,1,0.0345
img_2005,16,2,1,2,1,2,2,0.0544
img_2006,16,2,2,2,2,2,2,0.0799
img_2007,16,0,0,0,0,0,0,0.0373
img_2008,16,0,0,0,0,0,0,0.0158
img_2009,16,2,2,2,2,2,2,0.0767
img_2010,16,1,1,1,1,1,1,0.0394
img_2011,16,1,1,1,1,1,1,0.0159
img_2012,16,2,2,2,2,2,2,0.0414
img_2013,16,1,1,1,1,2,1,0.0266
img_2014,16,1,1,1,1,1,1,0.0303
img_2015,16,2,2,2,2,2,2,0.0232
img_2016,16,1,1,1,1,1,1,0.0064
img_2017,16,1,1,1,1,1,1,0.0108
img_2018,16,0,1,1,1,0,1,0.0225
img_2019,16,1,1,1,1,1,1,0.0045
img_2020,16,1,1,1,2,1,1,0.0398
img_2021,16,0,0,0,0,0,0,0.0077
img_2022,16,1,0,1,1,0,1,0.015
img_2023,16,1,1,1,2,2,1,0.013
img_2024,16,0,0,0,0,0,0,0.0051
img_2025,16,1,1,1,1,1,1,0.0388
img_2026,16,2,1,2,2,2,2,0.0903
img_2027,16,0,0,0,0,0,0,0.0299
img_2028,16,0,0,0,0,0,0,0.0172
img_2029,16,1,1,2,1,2,1,0.0406
img_2030,16,1,2,1,1,1,1,0.0363
img_2031,16,1,1,1,1,0,1,0.0016
img_2032,16,1,1,1,1,1,1,0.0153
img_2033,16,0,0,0,0,0,0,0.0016
img_2034,16,0,0,0,0,0,0,0.0152
img_2035,16,0,1,1,1,0,1,0.0061
img_2036,16,1,1,1,1,0,1,0.0222
img_2037,16,1,1,1,1,1,1,0.0084
img_2038,16,2,2,2,2,1,2,0.1148
img_2039,16,0,1,1,1,1,1,0.0127
img_2040,16,2,2,2,2,2,2,0.0431
img_2041,16,1,1,1,1,1,1,0.0053
img_2042,16,0,1,1,1,1,1,0.0008
img_2043,16,1,1,1,1,1,1,0.038
img_2044,16,1,1,1,1,1,1,0.0191
img_2045,16,2,2,2,2,2,2,0.0797
img_2046,16,1,1,1,1,1,1,0.0213
img_2047,16,0,1,1,1,1,1,0.0033
img_2048,16,2,2,2,2,2,2,0.0502
img_2049,16,1,1,1,1,1,1,0.03
img_2050,16,1,2,2,2,2,2,0.0651
img_2051,16,2,2,2,2,2,2,0.0747
img_2052,16,2,2,1,2,1,2,0.0384
img_2053,16,1,1,1,1,1,1,0.0132
img_2054,16,1,1,1,1,0,1,0.0283
img_2055,16,1,1,1,1,1,1,0.0448
img_2056,16,2,2,2,2,2,2,0.1162
img_2057,16,0,0,0,0,0,0,0.0312
img_2058,16,1,1,1,1,1,1,0.0058
img_2059,16,0,0,0,0,0,0,0.0204
img_2060,16,1,1,1,1,0,1,0.0008
img_2061,16,1,1,1,1,0,1,0.0141
img_2062,16,1,1,1,1,0,1,0.0091
img_2063,16,0,1,1,1,1,1,0.0033
img_2064,16,2,2,2,1,1,2,0.0498
